StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31_1,Q48_1,Q35_1,Q45_1,Q34_1,Q41,Q36,Q37,Q38,Q39,Q17,Q19,Q21,Q23,Q25,Q7,Q9,Q11,Q13,Q15,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,Q45,Q47,mTurkCode,photo_block,obama_photo,policy
2019-12-18 15:16:57,2019-12-18 15:23:34,IP Address,*******,100,396,True,2019-12-18 15:23:34,R_3sufrNKH8EaC88m,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,20,,,39,green,,pretty good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Slightly liberal,Weak Democrat,High school diploma,White,Heterosexual,Man,"$30,000 - $69,999",5892076,0,1,1
2019-12-18 15:18:41,2019-12-18 15:23:36,IP Address,*******,100,295,True,2019-12-18 15:23:37,R_3Lj8PndNxAMiSox,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,51,,,72,green,,,,pretty good idea,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (No partisan lean),Four year college degree,Hispanic or Latino,Heterosexual,Man,"$30,000 - $69,999",9141345,0,1,3
2019-12-18 15:18:47,2019-12-18 15:23:39,IP Address,*******,100,292,True,2019-12-18 15:23:39,R_vN9r2gVZiGSd9PH,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,30,,,,100,green,,,neither a good nor a bad idea,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Conservative,Independent (No partisan lean),High school diploma,Hispanic or Latino,Heterosexual,Woman,"Less than $30,000",5545961,0,0,2
2019-12-18 15:20:26,2019-12-18 15:23:39,IP Address,*******,100,192,True,2019-12-18 15:23:39,R_1HdZib3m4vwzOHT,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,51,,,,92,green,,,pretty good idea,,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Moderate or middle of the road,Strong Democrat,Some college,White,Heterosexual,Man,"Less than $30,000",4604164,0,0,2
2019-12-18 15:17:50,2019-12-18 15:23:39,IP Address,*******,100,348,True,2019-12-18 15:23:39,R_2AYiH14E2qHBiYa,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,30,,,,50,green,,,pretty good idea,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Liberal,Independent (Lean Democrat),Some college,Asian,Heterosexual,Man,"Less than $30,000",3392917,0,0,2
2019-12-18 15:21:14,2019-12-18 15:23:39,IP Address,*******,100,145,True,2019-12-18 15:23:39,R_1r8Kl2BH84l8xVn,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,5,10,green,pretty bad idea,,,,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Slightly conservative,Independent (No partisan lean),Some college,White,Heterosexual,Woman,"$30,000 - $69,999",5710155,1,1,0
2019-12-18 15:17:57,2019-12-18 15:23:42,IP Address,*******,100,345,True,2019-12-18 15:23:42,R_2eaL5VgWoCqhYqm,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,69,,,,92,green,,,neither a good nor a bad idea,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Slightly liberal,Weak Democrat,Four year college degree,Asian,Heterosexual,Woman,"$100,000 - $200,000",3520127,0,0,2
2019-12-18 15:20:41,2019-12-18 15:23:44,IP Address,*******,100,183,True,2019-12-18 15:23:45,R_Uz5D3KLZiA9XCiR,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,50,,,,72,green,,,very good idea,,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Extremely liberal,Independent (Lean Democrat),High school diploma,White,Heterosexual,Man,"Less than $30,000",5397677,0,0,2
2019-12-18 15:21:14,2019-12-18 15:23:46,IP Address,*******,100,151,True,2019-12-18 15:23:46,R_2zf5JlVXAglhznQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,23,,71,green,,,,pretty good idea,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Slightly liberal,Weak Democrat,Four year college degree,White,Heterosexual,Man,"$70,000 - $99,999",1299840,1,0,3
2019-12-18 15:17:46,2019-12-18 15:23:50,IP Address,*******,100,364,True,2019-12-18 15:23:51,R_3D88qVCRaH5AOFJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,25,,,,40,green,,pretty good idea,,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Slightly liberal,Independent (No partisan lean),Some college,White,Heterosexual,Man,"$30,000 - $69,999",6573356,0,0,1
2019-12-18 15:20:28,2019-12-18 15:23:52,IP Address,*******,100,204,True,2019-12-18 15:23:52,R_6zdap9M61NazqdH,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,50,,61,green,,,very good idea,,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Moderate or middle of the road,Independent (No partisan lean),Graduate school or other advanced degree,Hispanic or Latino,Heterosexual,Woman,"$100,000 - $200,000",1592849,1,0,2
2019-12-18 15:17:32,2019-12-18 15:23:54,IP Address,*******,100,381,True,2019-12-18 15:23:54,R_2bWsAQckSenRdnq,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,72,,,,92,green,,neither a good nor a bad idea,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly conservative,Independent (Lean Democrat),Graduate school or other advanced degree,Asian,Other,Woman,"$30,000 - $69,999",9455904,0,0,1
2019-12-18 15:21:01,2019-12-18 15:23:57,IP Address,*******,100,176,True,2019-12-18 15:23:57,R_XTC7qT0AwFIjcBP,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,60,,85,green,,,,pretty good idea,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly liberal,Weak Democrat,Graduate school or other advanced degree,White,Heterosexual,Man,"$100,000 - $200,000",5091118,1,0,3
2019-12-18 15:22:48,2019-12-18 15:23:59,IP Address,*******,100,70,True,2019-12-18 15:23:59,R_yOp31TiNi7Q4Yhj,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,86,,,,87,green,,very good idea,,,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Extremely liberal,Strong Democrat,Graduate school or other advanced degree,Asian,Bisexual,Woman,"$70,000 - $99,999",8455360,0,0,1
2019-12-18 15:21:05,2019-12-18 15:24:02,IP Address,*******,100,176,True,2019-12-18 15:24:03,R_4T06C48JUGokSml,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,70,,85,green,,,,neither a good nor a bad idea,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Liberal,Strong Democrat,Four year college degree,Asian,Heterosexual,Man,"$30,000 - $69,999",5960336,1,0,3
2019-12-18 15:21:44,2019-12-18 15:24:04,IP Address,*******,100,139,True,2019-12-18 15:24:04,R_1Q0ApEPak34O1I9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,64,,,,69,green,,pretty good idea,,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Conservative,Strong Democrat,Graduate school or other advanced degree,Asian,Heterosexual,Man,"$30,000 - $69,999",7353487,0,0,1
2019-12-18 15:21:14,2019-12-18 15:24:06,IP Address,*******,100,171,True,2019-12-18 15:24:06,R_2uE3Cwe8XUb0WJy,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,20,,,75,green,very good idea,,,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"$70,000 - $99,999",6118501,0,1,0
2019-12-18 15:18:36,2019-12-18 15:24:07,IP Address,*******,100,330,True,2019-12-18 15:24:07,R_2t9wdj8GqQCtM4E,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,91,,,83,green,,,very good idea,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Liberal,Strong Democrat,Some college,Asian,Heterosexual,Woman,"$70,000 - $99,999",3556434,0,1,2
2019-12-18 15:17:28,2019-12-18 15:24:07,IP Address,*******,100,399,True,2019-12-18 15:24:07,R_3CBCGZJZ0NYhJoQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,49,,,,91,green,,,neither a good nor a bad idea,,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Liberal,Strong Democrat,Four year college degree,Asian,Heterosexual,Woman,"Less than $30,000",4792228,0,0,2
2019-12-18 15:20:55,2019-12-18 15:24:12,IP Address,*******,100,197,True,2019-12-18 15:24:12,R_25tporJepbyUoU7,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,86,,,94,green,,very good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Liberal,Strong Democrat,Four year college degree,Asian,Bisexual,Man,"$100,000 - $200,000",7488521,0,1,1
2019-12-18 15:23:11,2019-12-18 15:24:22,IP Address,*******,100,70,True,2019-12-18 15:24:22,R_2YVfq0OTOqmRybh,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,76,,,77,green,,,neither a good nor a bad idea,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Slightly liberal,Independent (Lean Democrat),High school diploma,Asian,Bisexual,Man,"$30,000 - $69,999",8930211,0,1,2
2019-12-18 15:19:54,2019-12-18 15:24:29,IP Address,*******,100,275,True,2019-12-18 15:24:30,R_1mVglnjtnGo4EWH,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,74,93,green,,,pretty good idea,,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Conservative,Weak Democrat,Four year college degree,White,Bisexual,Woman,"$30,000 - $69,999",7792155,1,1,2
2019-12-18 15:20:17,2019-12-18 15:24:36,IP Address,*******,100,258,True,2019-12-18 15:24:36,R_ULUlMD6BFz7HQJP,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,22,,35,green,pretty good idea,,,,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Conservative,Weak Republican,Graduate school or other advanced degree,White,Heterosexual,Man,"$30,000 - $69,999",8127579,1,0,0
2019-12-18 15:22:46,2019-12-18 15:24:37,IP Address,*******,100,110,True,2019-12-18 15:24:37,R_1eJLEciVWTDXXPE,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,82,,,61,green,,pretty bad idea,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Conservative,Independent (Lean Republican),Some college,White,Heterosexual,Man,"$70,000 - $99,999",6703885,0,1,1
2019-12-18 15:23:31,2019-12-18 15:24:38,IP Address,*******,100,67,True,2019-12-18 15:24:38,R_3IQ7EFNhG3xVLo5,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,73,73,green,,,,very good idea,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Liberal,Strong Republican,High school diploma,White,Heterosexual,Man,"$100,000 - $200,000",6201108,1,1,3
2019-12-18 15:19:08,2019-12-18 15:24:39,IP Address,*******,100,331,True,2019-12-18 15:24:40,R_1GUoWvVEckC6XS3,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,65,93,green,pretty good idea,,,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (No partisan lean),Graduate school or other advanced degree,White,Heterosexual,Woman,"$30,000 - $69,999",9446478,1,1,0
2019-12-18 15:21:47,2019-12-18 15:24:41,IP Address,*******,100,173,True,2019-12-18 15:24:41,R_2rxrPKBpbVrBEqv,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,69,,,,72,green,,,pretty good idea,,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Conservative,Weak Republican,Middle school/some high school,White,Heterosexual,Man,"Less than $30,000",6258621,0,0,2
2019-12-18 15:18:40,2019-12-18 15:24:41,IP Address,*******,100,360,True,2019-12-18 15:24:41,R_1LjVhLPZz9nMfGh,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,78,,,91,green,,,,pretty good idea,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Extremely conservative,Strong Republican,Four year college degree,White,Heterosexual,Woman,"Less than $30,000",6076452,0,1,3
2019-12-18 15:23:30,2019-12-18 15:24:41,IP Address,*******,100,70,True,2019-12-18 15:24:41,R_3QNMUdteak2QE13,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,38,,,44,red,,,,pretty good idea,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Liberal,Independent (Lean Democrat),Four year college degree,Asian,Bisexual,Man,"Less than $30,000",2114949,0,1,3
2019-12-18 15:21:28,2019-12-18 15:24:42,IP Address,*******,100,193,True,2019-12-18 15:24:42,R_1n8dP9Rb5d4xmzC,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,30,35,green,,neither a good nor a bad idea,,,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Liberal,Independent (No partisan lean),Four year college degree,White,Bisexual,Man,"$30,000 - $69,999",5705424,1,1,1
2019-12-18 15:22:11,2019-12-18 15:24:42,IP Address,*******,100,151,True,2019-12-18 15:24:42,R_3EHlDqLN9NqCOG9,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,50,,,,70,green,,pretty bad idea,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Moderate or middle of the road,Independent (No partisan lean),High school diploma,White,Heterosexual,Man,"$30,000 - $69,999",9651084,0,0,1
2019-12-18 15:22:49,2019-12-18 15:24:43,IP Address,*******,100,113,True,2019-12-18 15:24:43,R_3iX8yeAXbOLz69g,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,71,,,95,green,,pretty good idea,,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,Four year college degree,White,Heterosexual,Man,"$100,000 - $200,000",7471548,0,1,1
2019-12-18 15:23:08,2019-12-18 15:24:43,IP Address,*******,100,95,True,2019-12-18 15:24:43,R_XAJBP2FIA1XDKSZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,73,,,,66,green,,pretty good idea,,,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Liberal,Strong Democrat,Four year college degree,Asian,Heterosexual,Man,"$70,000 - $99,999",3883219,0,0,1
2019-12-18 15:18:52,2019-12-18 15:24:44,IP Address,*******,100,352,True,2019-12-18 15:24:45,R_3j9G4wGEYZcNxgX,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,22,,,81,green,,,very good idea,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,High school diploma,White,Heterosexual,Woman,"$30,000 - $69,999",1651691,0,1,2
2019-12-18 15:21:51,2019-12-18 15:24:46,IP Address,*******,100,174,True,2019-12-18 15:24:47,R_3rUH5uMrMNLeb2H,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,85,95,green,,pretty good idea,,,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Liberal,Strong Democrat,Four year college degree,White,Gay or Lesbian,Woman,"$70,000 - $99,999",3429282,1,1,1
2019-12-18 15:20:34,2019-12-18 15:24:47,IP Address,*******,100,252,True,2019-12-18 15:24:47,R_2c7nnNZCu3Yrc27,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,67,,,,95,green,,pretty good idea,,,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"$100,000 - $200,000",8157205,0,0,1
2019-12-18 15:18:30,2019-12-18 15:24:47,IP Address,*******,100,377,True,2019-12-18 15:24:48,R_3MsY6pVmr0HQPmC,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,45,,,,85,green,,,,very good idea,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Extremely liberal,Strong Democrat,High school diploma,White,Heterosexual,Woman,"Less than $30,000",7759907,0,0,3
2019-12-18 15:18:32,2019-12-18 15:24:48,IP Address,*******,100,376,True,2019-12-18 15:24:48,R_2s4k4CNckdYgRuI,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,0,,,,100,green,,,,very good idea,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Extremely liberal,Strong Democrat,Four year college degree,White,Heterosexual,Woman,"Less than $30,000",8799728,0,0,3
2019-12-18 15:20:40,2019-12-18 15:24:54,IP Address,*******,100,254,True,2019-12-18 15:24:54,R_3ndyQhIuoXRWEtu,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,88,,,100,green,,very good idea,,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Extremely liberal,Strong Democrat,Graduate school or other advanced degree,Black or African American,Heterosexual,Man,"$70,000 - $99,999",8719073,0,1,1
2019-12-18 15:24:06,2019-12-18 15:24:55,IP Address,*******,100,48,True,2019-12-18 15:24:55,R_QgeNAlxIidL4rdv,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,89,,,,73,green,very good idea,,,,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Extremely liberal,Independent (Lean Democrat),Four year college degree,Asian,Bisexual,Man,"$30,000 - $69,999",3457289,0,0,0
2019-12-18 15:19:46,2019-12-18 15:24:58,IP Address,*******,100,311,True,2019-12-18 15:24:58,R_110IsJUU3jipjyE,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,83,,,,80,green,,very bad idea,,,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly liberal,Independent (Lean Democrat),Some college,White,Heterosexual,Woman,"Less than $30,000",4452122,0,0,1
2019-12-18 15:18:32,2019-12-18 15:24:58,IP Address,*******,100,386,True,2019-12-18 15:24:58,R_3fkh14UvObfAl7I,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,0,1,green,,neither a good nor a bad idea,,,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Extremely conservative,Strong Republican,Some college,White,Heterosexual,Man,"$100,000 - $200,000",8397792,1,1,1
2019-12-18 15:22:33,2019-12-18 15:25:00,IP Address,*******,100,146,True,2019-12-18 15:25:00,R_sXbQk8VReDBpkml,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,50,,,50,green,,,,neither a good nor a bad idea,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderate or middle of the road,Independent (No partisan lean),Graduate school or other advanced degree,White,Heterosexual,Man,"Less than $30,000",2091538,0,1,3
